ENSP00000438204	TOMM5	Mitochondrial import receptor subunit TOM5 homolog	TOMM5 C9orf105 TOM5	Q8N4H5
ENSP00000259939	RNF144B	E3 ubiquitin-protein ligase RNF144B (EC 2.3.2.27) (IBR domain-containing protein 2) (RING finger protein 144B) (p53-inducible RING finger protein)	RNF144B IBRDC2 P53RFP	Q7Z419
ENSP00000309103	BAD	Bcl2-associated agonist of cell death (BAD) (Bcl-2-binding component 6) (Bcl-2-like protein 8) (Bcl2-L-8) (Bcl-xL/Bcl-2-associated death promoter) (Bcl2 antagonist of cell death)	BAD BBC6 BCL2L8	Q92934
ENSP00000396620	NFYC	Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C) (NF-YC) (Transactivator HSM-1/2)	NFYC	Q13952
ENSP00000359539	GOT1	Aspartate aminotransferase, cytoplasmic (cAspAT) (EC 2.6.1.1) (EC 2.6.1.3) (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic) (cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)	GOT1	P17174
ENSP00000369757	RPS6	40S ribosomal protein S6 (Phosphoprotein NP33) (Small ribosomal subunit protein eS6)	RPS6 OK/SW-cl.2	P62753
ENSP00000363046	IPMK	Inositol polyphosphate multikinase (EC 2.7.1.151) (Inositol 1,3,4,6-tetrakisphosphate 5-kinase)	IPMK IMPK	Q8NFU5
ENSP00000355279	CNOT7	CCR4-NOT transcription complex subunit 7 (EC 3.1.13.4) (BTG1-binding factor 1) (CCR4-associated factor 1) (CAF-1) (Caf1a)	CNOT7 CAF1	Q9UIV1
ENSP00000381298	LONRF1	LON peptidase N-terminal domain and RING finger protein 1 (RING finger protein 191)	LONRF1 RNF191	Q17RB8
ENSP00000435096	RPS25	40S ribosomal protein S25 (Small ribosomal subunit protein eS25)	RPS25	P62851
ENSP00000078429	GNA11	Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11) (Guanine nucleotide-binding protein G(y) subunit alpha)	GNA11 GA11	P29992
ENSP00000296525	ASB5	Ankyrin repeat and SOCS box protein 5 (ASB-5)	ASB5	Q8WWX0
ENSP00000252543	RPL36	60S ribosomal protein L36 (Large ribosomal subunit protein eL36)	RPL36	Q9Y3U8
ENSP00000298355	TRIM9	E3 ubiquitin-protein ligase TRIM9 (EC 2.3.2.27) (RING finger protein 91) (RING-type E3 ubiquitin transferase TRIM9) (Tripartite motif-containing protein 9)	TRIM9 KIAA0282 RNF91	Q9C026
ENSP00000417573	YIPF6	Protein YIPF6 (YIP1 family member 6)	YIPF6	Q96EC8
ENSP00000253792	ACLY	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme)	ACLY	P53396
ENSP00000452454	GTF2A1	Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) (TFIIAL) (Transcription initiation factor TFIIA 42 kDa subunit) (TFIIA-42) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)]	GTF2A1 TF2A1	P52655
ENSP00000348565	UBA5	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (ThiFP1) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1)	UBA5 UBE1DC1	Q9GZZ9
ENSP00000259457	PSMB7	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)	PSMB7 Z	Q99436
ENSP00000255040	APCS	Serum amyloid P-component (SAP) (9.5S alpha-1-glycoprotein) [Cleaved into: Serum amyloid P-component(1-203)]	APCS PTX2	P02743
ENSP00000339795	RPL7	60S ribosomal protein L7 (Large ribosomal subunit protein uL30)	RPL7	P18124
ENSP00000417980	EHMT1	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (EC 2.1.1.43) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D	Q9H9B1
ENSP00000389649	ATP5J	ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)	ATP5J ATP5A ATPM	P18859
ENSP00000364448	UPF3A	Regulator of nonsense transcripts 3A (Nonsense mRNA reducing factor 3A) (Up-frameshift suppressor 3 homolog A) (hUpf3)	UPF3A RENT3A UPF3	Q9H1J1
ENSP00000447537	BLOC1S1	Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1) (GCN5-like protein 1) (Protein RT14)	BLOC1S1 BLOS1 GCN5L1 RT14	P78537
ENSP00000370223	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)	IDH3B	O43837
ENSP00000301633	BIRC5	Baculoviral IAP repeat-containing protein 5	BIRC5	H3BLT4
ENSP00000339532	THUMPD3	THUMP domain-containing protein 3	THUMPD3	Q9BV44
ENSP00000342793	PLD1	Phospholipase D1 (PLD 1) (hPLD1) (EC 3.1.4.4) (Choline phosphatase 1) (Phosphatidylcholine-hydrolyzing phospholipase D1)	PLD1	Q13393
ENSP00000265372	CREM	cAMP-responsive element modulator (Inducible cAMP early repressor) (ICER)	CREM	Q03060
ENSP00000347244	ITSN2	Intersectin-2 (SH3 domain-containing protein 1B) (SH3P18) (SH3P18-like WASP-associated protein)	ITSN2 KIAA1256 SH3D1B SWAP	Q9NZM3
ENSP00000306382	MYO1B	Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)	MYO1B	O43795
ENSP00000262370	MGRN1	E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING finger protein 156) (RING-type E3 ubiquitin transferase MGRN1)	MGRN1 KIAA0544 RNF156	O60291
ENSP00000358953	CUEDC2	CUE domain-containing protein 2	CUEDC2 C10orf66 HOYS6	Q9H467
ENSP00000271234	FNBP1L	Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1)	FNBP1L C1orf39 TOCA1	Q5T0N5
ENSP00000361423	ABL1	Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)	ABL1 ABL JTK7	P00519
ENSP00000350681	ELK4	ETS domain-containing protein Elk-4 (Serum response factor accessory protein 1) (SAP-1) (SRF accessory protein 1)	ELK4 SAP1	P28324
ENSP00000389009	CARNS1	Carnosine synthase 1 (EC 6.3.2.11) (ATP-grasp domain-containing protein 1)	CARNS1 ATPGD1 KIAA1394	A5YM72
ENSP00000368797	KBTBD7	Kelch repeat and BTB domain-containing protein 7	KBTBD7	Q8WVZ9
ENSP00000261245	MNAT1	CDK-activating kinase assembly factor MAT1 (CDK7/cyclin-H assembly factor) (Cyclin-G1-interacting protein) (Menage a trois) (RING finger protein 66) (RING finger protein MAT1) (p35) (p36)	MNAT1 CAP35 MAT1 RNF66	P51948
ENSP00000325369	AP3S1	AP-3 complex subunit sigma-1 (AP-3 complex subunit sigma-3A) (Adaptor-related protein complex 3 subunit sigma-1) (Clathrin-associated/assembly/adaptor protein, small 3) (Sigma-3A-adaptin) (Sigma3A-adaptin) (Sigma-adaptin 3a)	AP3S1 CLAPS3	Q92572
ENSP00000359727	BAG2	BAG family molecular chaperone regulator 2 (BAG-2) (Bcl-2-associated athanogene 2)	BAG2	O95816
ENSP00000325074	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)	PPP2R2A	P63151
ENSP00000269260	ARRB2	Beta-arrestin-2 (Arrestin beta-2) (Non-visual arrestin-3)	ARRB2 ARB2 ARR2	P32121
ENSP00000350767	HIST4H4	Histone H4	HIST1H4A H4/A H4FA; HIST1H4B H4/I H4FI; HIST1H4C H4/G H4FG; HIST1H4D H4/B H4FB; HIST1H4E H4/J H4FJ; HIST1H4F H4/C H4FC; HIST1H4H H4/H H4FH; HIST1H4I H4/M H4FM; HIST1H4J H4/E H4FE; HIST1H4K H4/D H4FD; HIST1H4L H4/K H4FK; HIST2H4A H4/N H4F2 H4FN HIST2H4; HIST2H4B H4/O H4FO; HIST4H4	P62805
ENSP00000324740	YES1	Tyrosine-protein kinase Yes (EC 2.7.10.2) (Proto-oncogene c-Yes) (p61-Yes)	YES1 YES	P07947
ENSP00000333633	MTA1	Metastasis-associated protein MTA1	MTA1	Q13330
ENSP00000312042	HDLBP	High density lipoprotein binding protein (Vigilin), isoform CRA_a (Vigilin)	HDLBP hCG_33048	A0A024R4E5
ENSP00000012443	PPP5C	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT)	PPP5C PPP5	P53041
ENSP00000451320	KIAA0271	Bcl-2-like protein 2 (Bcl2-L-2) (Apoptosis regulator Bcl-W)	BCL2L2 BCLW KIAA0271	Q92843
ENSP00000381340	GGT5	Glutathione hydrolase 5 proenzyme (EC 3.4.19.13) (Gamma-glutamyl transpeptidase-related enzyme) (GGT-rel) (Gamma-glutamyltransferase 5) (GGT 5) (EC 2.3.2.2) (Gamma-glutamyltransferase-like activity 1) (Gamma-glutamyltranspeptidase 5) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) [Cleaved into: Glutathione hydrolase 5 heavy chain; Glutathione hydrolase 5 light chain]	GGT5 GGTLA1	P36269
ENSP00000393847	PLA2G10	Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)	PLA2G10	O15496
ENSP00000428209	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2 (DDVit 1) (Enterocyte differentiation-associated factor 1) (EDAF-1) (Enterocyte differentiation-promoting factor 1) (EDPF-1) (MMS2 homolog) (Vitamin D3-inducible protein)	UBE2V2 MMS2 UEV2	Q15819
ENSP00000292852	FBXO17	F-box only protein 17 (F-box only protein 26)	FBXO17 FBG4 FBX17 FBX26 FBXO26	Q96EF6
ENSP00000425133	SMG7	Protein SMG7 (EST1-like protein C) (SMG-7 homolog) (hSMG-7)	SMG7 C1orf16 EST1C KIAA0250	Q92540
ENSP00000250244	AP1M2	AP-1 complex subunit mu-2 (AP-mu chain family member mu1B) (Adaptor protein complex AP-1 subunit mu-2) (Adaptor-related protein complex 1 subunit mu-2) (Clathrin assembly protein complex 1 mu-2 medium chain 2) (Golgi adaptor HA1/AP1 adaptin mu-2 subunit) (Mu-adaptin 2) (Mu1B-adaptin)	AP1M2	Q9Y6Q5
ENSP00000350331	ASB13	Ankyrin repeat and SOCS box protein 13 (ASB-13)	ASB13	Q8WXK3
ENSP00000376965	ATXN3	Ataxin-3	ATXN3	A0A0A0MS38
ENSP00000351682	CNDP1	Beta-Ala-His dipeptidase (EC 3.4.13.20) (CNDP dipeptidase 1) (Carnosine dipeptidase 1) (Glutamate carboxypeptidase-like protein 2) (Serum carnosinase)	CNDP1 CN1 CPGL2 UNQ1915/PRO4380	Q96KN2
ENSP00000357883	PIP5K1A	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha)	PIP5K1A	Q99755
ENSP00000258281	TAF5L	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L (PCAF-associated factor 65 beta) (PAF65-beta)	TAF5L PAF65B	O75529
ENSP00000281589	PABPC3	Polyadenylate-binding protein 3 (PABP-3) (Poly(A)-binding protein 3) (Testis-specific poly(A)-binding protein)	PABPC3 PABP3 PABPL3	Q9H361
ENSP00000283415	LPCAT1	Lysophosphatidylcholine acyltransferase 1 (LPC acyltransferase 1) (LPCAT-1) (LysoPC acyltransferase 1) (EC 2.3.1.23) (1-acylglycerophosphocholine O-acyltransferase) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 2) (Phosphonoformate immuno-associated protein 3)	LPCAT1 AYTL2 PFAAP3	Q8NF37
ENSP00000409581	ARRB1	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	ARRB1 ARR1	P49407
ENSP00000359211	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)] (DHPDHase) (DPD) (EC 1.3.1.2) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	DPYD	Q12882
ENSP00000292853	FBXO27	F-box only protein 27 (F-box/G-domain protein 5)	FBXO27 FBG5 FBX27	Q8NI29
ENSP00000264658	FBXL20	F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20) (F-box/LRR-repeat protein 2-like)	FBXL20 FBL2	Q96IG2
ENSP00000286186	CASP10	Caspase-10 (CASP-10) (EC 3.4.22.63) (Apoptotic protease Mch-4) (FAS-associated death domain protein interleukin-1B-converting enzyme 2) (FLICE2) (ICE-like apoptotic protease 4) [Cleaved into: Caspase-10 subunit p23/17; Caspase-10 subunit p12]	CASP10 MCH4	Q92851
ENSP00000333266	UBA7	Ubiquitin-like modifier-activating enzyme 7 (Ubiquitin-activating enzyme 7) (D8) (Ubiquitin-activating enzyme E1 homolog)	UBA7 UBE1L UBE2	P41226
ENSP00000259089	BLK	Tyrosine-protein kinase Blk (EC 2.7.10.2) (B lymphocyte kinase) (p55-Blk)	BLK	P51451
ENSP00000408994	DET1	DET1 homolog (De-etiolated-1 homolog)	DET1	Q7L5Y6
ENSP00000360613	UBE2A	Ubiquitin-conjugating enzyme E2 A (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme A) (RAD6 homolog A) (HR6A) (hHR6A) (Ubiquitin carrier protein A) (Ubiquitin-protein ligase A)	UBE2A RAD6A	P49459
ENSP00000355195	ASB12	Ankyrin repeat and SOCS box protein 12 (ASB-12)	ASB12	Q8WXK4
ENSP00000323687	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O)	UBE2O KIAA1734	Q9C0C9
ENSP00000269349	EIF4A3	Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]	EIF4A3 DDX48 KIAA0111	P38919
ENSP00000301587	ATP5H	ATP synthase subunit d, mitochondrial (ATPase subunit d)	ATP5H My032	O75947
ENSP00000308472	EIF4EBP3	Eukaryotic translation initiation factor 4E-binding protein 3 (4E-BP3) (eIF4E-binding protein 3)	EIF4EBP3	O60516
ENSP00000263816	LRP2	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)	LRP2	P98164
ENSP00000353444	RAB5B	Ras-related protein Rab-5B	RAB5B	P61020
ENSP00000310040	EIF3F	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	EIF3F EIF3S5	O00303
ENSP00000417914	ASB11	Ankyrin repeat and SOCS box protein 11 (ASB-11)	ASB11	Q8WXH4
ENSP00000317817	SH2D3C	SH2 domain-containing protein 3C (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1)	SH2D3C NSP3 UNQ272/PRO309/PRO34088	Q8N5H7
ENSP00000424198	KLHL2	Kelch-like protein 2 (Actin-binding protein Mayven)	KLHL2	O95198
ENSP00000309503	YWHAZ	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAZ	P63104
ENSP00000366988	SNX5	Sorting nexin-5	SNX5	Q9Y5X3
ENSP00000342889	POLR2K	DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha) (DNA-directed RNA polymerase II subunit K) (RNA polymerase II 7.0 kDa subunit) (RPB7.0) (RPB10alpha)	POLR2K	P53803
ENSP00000308012	PABPC5	Polyadenylate-binding protein 5 (PABP-5) (Poly(A)-binding protein 5)	PABPC5 PABP5	Q96DU9
ENSP00000260402	PLCB2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-2) (Phospholipase C-beta-2) (PLC-beta-2)	PLCB2	Q00722
ENSP00000386717	RPL31	60S ribosomal protein L31 (Large ribosomal subunit protein eL31)	RPL31	P62899
ENSP00000380156	RPL32	60S ribosomal protein L32 (Large ribosomal subunit protein eL32)	RPL32 PP9932	P62910
ENSP00000430237	RNF130	E3 ubiquitin-protein ligase RNF130 (EC 2.3.2.27) (Goliath homolog) (H-Goliath) (RING finger protein 130) (RING-type E3 ubiquitin transferase RNF130)	RNF130	Q86XS8
ENSP00000379895	GATM	Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)	GATM AGAT	P50440
ENSP00000259469	RPL35	60S ribosomal protein L35 (Large ribosomal subunit protein uL29)	RPL35	P42766
ENSP00000368438	PCNA	Proliferating cell nuclear antigen (PCNA) (Cyclin)	PCNA	P12004
ENSP00000307833	FBXO22	F-box only protein 22 (F-box protein FBX22p44)	FBXO22 FBX22	Q8NEZ5
ENSP00000388169	ARPC4	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)	ARPC4 ARC20	P59998
ENSP00000339720	NDUFA4	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	NDUFA4	O00483
ENSP00000339740	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17)	CAMK2D CAMKD	Q13557
ENSP00000355961	INTS7	Integrator complex subunit 7 (Int7)	INTS7 C1orf73	Q9NVH2
ENSP00000324806	GSK3B	Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)	GSK3B	P49841
ENSP00000253039	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3 (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF-2-gamma X) (eIF-2gX)	EIF2S3 EIF2G	P41091
ENSP00000342121	RNF6	E3 ubiquitin-protein ligase RNF6 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RNF6)	RNF6 SPG2	Q9Y252
ENSP00000388631	PLCD4	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 (hPLCD4) (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-4) (Phospholipase C-delta-4) (PLC-delta-4)	PLCD4	Q9BRC7
ENSP00000337405	PCID2	PCI domain-containing protein 2 (CSN12-like protein)	PCID2 HT004	Q5JVF3
ENSP00000248975	YWHAH	14-3-3 protein eta (Protein AS1)	YWHAH YWHA1	Q04917
ENSP00000343027	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1 (Adenylate cyclase-inhibiting G alpha protein)	GNAI1	P63096
ENSP00000281623	FBXO4	F-box only protein 4	FBXO4 FBX4	Q9UKT5
ENSP00000244061	RNF114	E3 ubiquitin-protein ligase RNF114 (EC 2.3.2.27) (RING finger protein 114) (RING-type E3 ubiquitin transferase RNF114) (Zinc finger protein 228) (Zinc finger protein 313)	RNF114 ZNF228 ZNF313	Q9Y508
ENSP00000388107	UBA52	Ubiquitin-60S ribosomal protein L40 (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (Large ribosomal subunit protein eL40)]	UBA52 UBCEP2	P62987
ENSP00000264864	PI4K2B	Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta) (PI4KII-BETA)	PI4K2B	Q8TCG2
ENSP00000337825	LCK	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	LCK	P06239
ENSP00000340305	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A)	UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19	Q13404
ENSP00000296417	H2AFZ	Histone H2A.Z (H2A/z)	H2AFZ H2AZ	P0C0S5
ENSP00000429824	CLINT1	Clathrin interactor 1 (Clathrin-interacting protein localized in the trans-Golgi region) (Clint) (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR)	CLINT1 ENTH EPN4 EPNR KIAA0171	Q14677
ENSP00000229266	CHPT1	Cholinephosphotransferase 1 (hCPT1) (EC 2.7.8.2) (AAPT1-like protein) (Diacylglycerol cholinephosphotransferase 1)	CHPT1 CPT1 MSTP022	Q8WUD6
ENSP00000227378	HSPA8	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	HSPA8 HSC70 HSP73 HSPA10	P11142
ENSP00000262741	PIK3R3	Phosphatidylinositol 3-kinase regulatory subunit gamma (PI3-kinase regulatory subunit gamma) (PI3K regulatory subunit gamma) (PtdIns-3-kinase regulatory subunit gamma) (Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma) (PI3-kinase subunit p55-gamma) (PtdIns-3-kinase regulatory subunit p55-gamma) (p55PIK)	PIK3R3	Q92569
ENSP00000219368	FA2H	Fatty acid 2-hydroxylase (EC 1.-.-.-) (Fatty acid alpha-hydroxylase)	FA2H FAAH	Q7L5A8
ENSP00000359290	DR1	Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta) (NC2-beta) (TATA-binding protein-associated phosphoprotein)	DR1	Q01658
ENSP00000237853	ELL2	RNA polymerase II elongation factor ELL2	ELL2	O00472
ENSP00000387699	CREB1	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	CREB1	P16220
ENSP00000344259	UBE2L3	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)	UBE2L3 UBCE7 UBCH7	P68036
ENSP00000346067	RPSA	40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Colon carcinoma laminin-binding protein) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (Multidrug resistance-associated protein MGr1-Ag) (NEM/1CHD4) (Small ribosomal subunit protein uS2)	RPSA LAMBR LAMR1	P08865
ENSP00000229195	CNOT2	CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2)	CNOT2 CDC36 NOT2 HSPC131 MSTP046	Q9NZN8
ENSP00000363998	ITCH	E3 ubiquitin-protein ligase Itchy homolog (Itch) (EC 2.3.2.26) (Atrophin-1-interacting protein 4) (AIP4) (HECT-type E3 ubiquitin transferase Itchy homolog) (NFE2-associated polypeptide 1) (NAPP1)	ITCH	Q96J02
ENSP00000301072	TUBA1C	Tubulin alpha-1C chain (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]	TUBA1C TUBA6	Q9BQE3
ENSP00000304429	SNX7	Sorting nexin-7	SNX7	Q9UNH6
ENSP00000354775	PJA2	E3 ubiquitin-protein ligase Praja-2 (Praja2) (EC 2.3.2.27) (RING finger protein 131) (RING-type E3 ubiquitin transferase Praja-2)	PJA2 KIAA0438 RNF131	O43164
ENSP00000355217	SNX6	Sorting nexin	SNX6 hCG_2013610	A0A0A0MRI2
ENSP00000245206	GOT2	Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Plasma membrane-associated fatty acid-binding protein) (FABPpm) (Transaminase A)	GOT2	P00505
ENSP00000266000	DAXX	Death domain-associated protein 6 (Daxx) (hDaxx) (ETS1-associated protein 1) (EAP1) (Fas death domain-associated protein)	DAXX BING2 DAP6	Q9UER7
ENSP00000265970	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (PI3K-C2-alpha) (PtdIns-3-kinase C2 subunit alpha) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-alpha)	PIK3C2A	O00443
ENSP00000403683	NABP1	SOSS complex subunit B2 (Nucleic acid-binding protein 1) (Oligonucleotide/oligosaccharide-binding fold-containing protein 2A) (Sensor of single-strand DNA complex subunit B2) (Sensor of ssDNA subunit B2) (SOSS-B2) (Single-stranded DNA-binding protein 2) (hSSB2)	NABP1 OBFC2A SSB2	Q96AH0
ENSP00000294189	RPL29	60S ribosomal protein L29 (Cell surface heparin-binding protein HIP) (Large ribosomal subunit protein eL29)	RPL29	P47914
ENSP00000412788	PTBP2	Polypyrimidine tract-binding protein 2 (Neural polypyrimidine tract-binding protein) (Neurally-enriched homolog of PTB) (PTB-like protein)	PTBP2 NPTB PTB PTBLP	Q9UKA9
ENSP00000317872	RBBP6	E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding Q protein 1) (RBQ-1) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis)	RBBP6 P2PR PACT RBQ1 My038	Q7Z6E9
ENSP00000340281	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2 (Eukaryotic translation initiation factor 4 gamma, 2, isoform CRA_b) (Fragment)	EIF4G2 hCG_1991788	D3DQV9
ENSP00000265462	PRDX5	Peroxiredoxin-5, mitochondrial (EC 1.11.1.15) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20)	PRDX5 ACR1 SBBI10	P30044
ENSP00000326804	CUL1	Cullin-1 (CUL-1)	CUL1	Q13616
